Date,open,high,low,close,volumn,amt,avgprice,preClose,return,Turnover,PB,PE,Market,AvgMarket,AmountPCT,Dividend
2008/10/20,975.29,1025.83,975.29,1025.4,356000000,2429000000,7.11,967.17,0.0602,0.0306,2.63,38.97,674,13.22,0.0612,0.0051
2008/10/21,1039.98,1067.9,1027.24,1033.47,464000000,3353000000,7.19,1025.4,0.0079,0.0399,2.65,39.28,679.31,13.32,0.0692,0.0051
2008/10/22,1013.86,1031.99,991.53,992.55,289000000,2051000000,6.92,1033.47,-0.0396,0.0248,2.54,37.72,652.4,12.79,0.0546,0.0053
2008/10/23,966.08,1000.65,958.18,999.25,234000000,1672000000,7.01,992.55,0.0067,0.0201,2.56,37.97,656.82,12.88,0.0434,0.0053
2008/10/24,999,1008.12,963.76,976.13,223000000,1512000000,6.88,999.25,-0.0231,0.0191,2.5,37.1,641.64,12.58,0.0416,0.0054
2008/10/27,957.73,959.32,891.92,893.48,273000000,1743000000,6.38,976.13,-0.0847,0.0235,2.28,33.96,587.32,11.52,0.0436,0.0059
2008/10/28,864.9,913.9,856.86,909.31,296000000,1812000000,6.52,893.48,0.0177,0.0254,2.32,34.56,597.76,11.72,0.0393,0.0058
2008/10/29,919.81,922.47,864.62,864.62,269000000,1580000000,6.26,909.31,-0.0491,0.0231,2.2,32.86,568.43,11.15,0.0384,0.0061
2008/10/30,865.49,884.03,857.05,866.34,273000000,1563000000,6.18,864.62,0.002,0.0235,2.21,32.92,569.58,11.17,0.0395,0.0061
2008/10/31,866.11,880.76,839.66,844.41,220000000,1231000000,6.04,866.34,-0.0253,0.0189,2.15,32.09,555.18,10.89,0.0424,0.0062
2008/11/3,839.5,855.81,834.7,839.2,202000000,1162000000,6,844.41,-0.0062,0.0174,2.13,31.89,551.75,10.82,0.0438,0.0063
2008/11/4,832.89,862.22,825.67,861.3,337000000,2071000000,6.13,839.2,0.0263,0.029,2.19,32.73,566.28,11.1,0.074,0.0061
2008/11/5,863.92,887.65,858.39,879,394000000,2435000000,6.26,861.3,0.0205,0.0339,2.24,33.4,577.89,11.33,0.0579,0.006
2008/11/6,857.42,861.17,845.73,848.83,247000000,1455000000,6.04,879,-0.0343,0.0212,2.16,32.21,559.59,10.97,0.0452,0.0062
2008/11/7,834.17,861.3,829.37,859.32,198000000,1024000000,6.09,848.83,0.0124,0.017,2.19,32.61,566.59,11.11,0.0298,0.0061
2008/11/10,878.38,930.52,876.45,927.23,437000000,2553000000,6.54,859.32,0.079,0.0374,2.36,35.19,611.37,11.99,0.0396,0.0057
2008/11/11,924.07,958.19,909.49,921.07,501000000,3080000000,6.5,927.23,-0.0066,0.0429,2.35,34.96,607.32,11.91,0.0427,0.0057
2008/11/12,910.8,943.1,909.16,942.03,308000000,1888000000,6.65,921.07,0.0228,0.0264,2.4,35.75,621.13,12.18,0.0361,0.0056
2008/11/13,936.67,1007.09,935.41,995.48,610000000,3953000000,7.02,942.03,0.0567,0.0522,2.54,37.78,656.35,12.87,0.0418,0.0053
2008/11/14,1013.85,1066.27,1011.7,1061.69,742000000,5176000000,7.46,995.48,0.0665,0.0635,2.71,40.29,700.01,13.73,0.0472,0.005
2008/11/17,1064.57,1107.65,1054.29,1107.65,788000000,5476000000,7.74,1061.69,0.0433,0.0675,2.83,42.04,730.38,14.32,0.0488,0.0047
2008/11/18,1099.91,1108.12,1013.65,1019.6,838000000,5575000000,7.19,1107.65,-0.0795,0.0718,2.6,38.7,672.43,13.18,0.0462,0.0052
2008/11/19,1008.2,1101.89,1004.1,1099.86,762000000,5125000000,7.72,1019.6,0.0787,0.065,2.8,41.84,727.16,14.26,0.05,0.0048
2008/11/20,1075.24,1122.2,1070.57,1094.17,670000000,4681000000,7.6,1099.86,-0.0052,0.0571,2.79,41.63,723.33,14.18,0.0422,0.0048
2008/11/21,1058.06,1099.36,1028.59,1070.39,535000000,3475000000,7.49,1094.17,-0.0217,0.0457,2.73,40.72,707.65,13.88,0.0331,0.0049
2008/11/24,1073.11,1099.86,1047.65,1049.83,419000000,2861000000,7.33,1070.39,-0.0192,0.0357,2.68,39.99,694.88,13.63,0.0411,0.005
2008/11/25,1060.17,1072.77,1000.86,1035.53,458000000,3065000000,7.26,1049.83,-0.0136,0.039,2.64,39.44,685.41,13.44,0.053,0.0051
2008/11/26,1031.1,1041.31,1013.14,1030.82,303000000,1956000000,7.19,1035.53,-0.0045,0.0258,2.63,39.26,682.27,13.38,0.0365,0.0051
2008/11/27,1101.47,1102.68,1036.52,1037.88,504000000,3385000000,7.22,1030.82,0.0069,0.0429,2.64,39.53,688.55,13.5,0.0316,0.005
2008/11/28,1027.08,1036.87,1003.8,1016.42,328000000,2014000000,7.07,1037.88,-0.0207,0.0277,2.6,32.04,684,13.41,0.0317,0.0051
2008/12/1,1012.15,1059.4,1003.89,1057.25,387000000,2532000000,7.37,1016.42,0.0402,0.0328,2.7,33.33,711.47,13.95,0.0363,0.0049
2008/12/2,1039.16,1104.33,1034.56,1088.13,591000000,3953000000,7.61,1057.25,0.0292,0.05,2.78,34.31,732.34,14.36,0.042,0.0047
2008/12/3,1099.52,1138.75,1094.39,1135.34,745000000,5184000000,7.97,1088.13,0.0434,0.063,2.9,35.79,764.07,14.98,0.0446,0.0045
2008/12/4,1143.91,1167.77,1127,1128.39,860000000,5963000000,7.93,1135.34,-0.0061,0.0727,2.89,35.57,759.37,14.89,0.0383,0.0046
2008/12/5,1117.8,1197.96,1115.13,1197.96,852000000,6014000000,8.4,1128.39,0.0617,0.072,3.07,37.77,806.16,15.81,0.0568,0.0043
2008/12/8,1213.4,1246.69,1192.8,1243.54,987000000,7541000000,8.74,1197.96,0.038,0.0835,3.18,39.2,836.84,16.41,0.0514,0.0041
2008/12/9,1235.95,1236.47,1190.05,1193.67,680000000,5034000000,8.42,1243.54,-0.0401,0.0575,3.05,37.63,803.27,15.75,0.0389,0.0043
2008/12/10,1181.39,1236.38,1181.24,1232.22,624000000,4535000000,8.67,1193.67,0.0323,0.0528,3.15,38.85,829.21,16.26,0.0388,0.0042
2008/12/11,1243.15,1243.23,1208.18,1209.03,682000000,4890000000,8.45,1232.22,-0.0188,0.0577,3.09,38.12,813.61,15.95,0.0443,0.0043
2008/12/12,1198.74,1207.05,1135.85,1155.36,588000000,3940000000,8.08,1209.03,-0.0444,0.0498,2.95,36.43,777.51,15.25,0.0419,0.0045
2008/12/15,1174,1183.13,1142.66,1178.92,403000000,2866000000,8.22,1155.36,0.0204,0.0338,3.01,37.22,797.22,15.63,0.0397,0.0043
2008/12/16,1172.2,1196.5,1140.81,1195.51,431000000,2950000000,8.35,1178.92,0.0141,0.0361,3.05,37.74,808.43,15.85,0.0419,0.0043
2008/12/17,1200.23,1228.43,1194.54,1207.03,549000000,4103000000,8.44,1195.51,0.0096,0.0461,3.08,38.11,816.21,16,0.0449,0.0042
2008/12/18,1202.72,1219.51,1189.34,1218.11,433000000,3085000000,8.54,1207.03,0.0092,0.0363,3.11,38.46,823.7,16.15,0.0367,0.0042
2008/12/19,1217.21,1258.74,1217.05,1228.35,574000000,4443000000,8.61,1218.11,0.0084,0.0477,3.1,38.75,838.65,16.44,0.0458,0.0041
2008/12/22,1225.15,1233.46,1202.59,1225.52,438000000,3330000000,8.71,1228.35,-0.0023,0.0363,3.09,38.66,837.09,16.41,0.0386,0.0041
2008/12/23,1228.67,1229.45,1153.76,1153.76,528000000,3763000000,8.26,1225.52,-0.0586,0.0438,2.91,36.34,788.16,15.45,0.0397,0.0044
2008/12/24,1135.18,1139.31,1104.02,1120.33,398000000,2705000000,8.01,1153.76,-0.029,0.033,2.83,35.31,765.78,15.02,0.0408,0.0045
2008/12/25,1129.86,1145.69,1109.55,1130.47,387000000,2695000000,8.06,1120.33,0.0091,0.0321,2.85,35.63,772.69,15.15,0.0471,0.0045
2008/12/26,1132.7,1139.68,1112.98,1115.87,315000000,2078000000,7.99,1130.47,-0.0129,0.0261,2.81,35.17,762.71,14.96,0.0404,0.0045
2008/12/29,1116.68,1121.9,1092.38,1115.13,251000000,1685000000,7.95,1115.87,-0.0007,0.0207,2.82,35.34,766.45,14.74,0.0351,0.0045
2008/12/30,1115.48,1132.03,1096.1,1097.61,300000000,2046000000,7.89,1115.13,-0.0157,0.0248,2.77,34.79,754.42,14.51,0.0397,0.0046
2008/12/31,1099.36,1103.46,1065.99,1067.39,271000000,1855000000,7.74,1097.61,-0.0275,0.0224,2.7,33.83,733.63,14.11,0.0392,0.0047
2009/1/5,1082.89,1119.18,1072.89,1119.18,333000000,2563000000,8.07,1067.39,0.0485,0.0253,2.97,35.05,889.64,17.11,0.0417,0.0039
2009/1/6,1116.93,1159.42,1110.56,1155.26,430000000,3155000000,8.27,1119.18,0.0322,0.0326,3.06,36.18,918.31,17.66,0.0346,0.0038
2009/1/7,1156.76,1179.07,1152.56,1156.5,445000000,3296000000,8.3,1155.26,0.0011,0.0337,3.04,36.22,919.28,17.68,0.0384,0.0038
2009/1/8,1133.95,1144.88,1118.42,1127.04,339000000,2375000000,8.09,1156.5,-0.0255,0.0257,2.96,35.29,895.84,17.23,0.0305,0.0039
2009/1/9,1125.42,1167.54,1125.42,1163.18,353000000,2623000000,8.35,1127.04,0.0321,0.0267,3.06,36.42,924.56,17.78,0.0356,0.0037
2009/1/12,1161.84,1183.93,1151.26,1173.04,380000000,2828000000,8.44,1163.18,0.0085,0.0288,3.08,36.73,932.41,17.93,0.033,0.0037
2009/1/13,1159.37,1165.08,1126.81,1128.1,317000000,2285000000,8.1,1173.04,-0.0383,0.024,2.96,35.33,896.72,17.24,0.0314,0.0039
2009/1/14,1124.79,1165.87,1124.79,1165.87,325000000,2240000000,8.36,1128.1,0.0335,0.0246,3.06,36.51,926.74,17.82,0.0261,0.0037
2009/1/15,1156.98,1189.23,1152.85,1179.94,420000000,3061000000,8.44,1165.87,0.0121,0.0318,3.1,36.95,937.93,18.04,0.0277,0.0037
2009/1/16,1189.53,1208.44,1187.09,1193.24,540000000,3964000000,8.55,1179.94,0.0113,0.0409,3.14,37.37,948.48,18.24,0.0313,0.0037
2009/1/19,1198.99,1204.81,1175.26,1188.64,374000000,2794000000,8.46,1193.24,-0.0039,0.0283,3.12,37.22,944.85,18.17,0.0276,0.0037
2009/1/20,1188.03,1197.75,1175.49,1197.75,269000000,1948000000,8.54,1188.64,0.0077,0.0204,3.15,37.51,952.12,18.31,0.0262,0.0036
2009/1/21,1182.07,1212.06,1179.29,1195.46,337000000,2509000000,8.5,1197.75,-0.0019,0.0256,3.14,37.44,950.27,18.27,0.0269,0.0036
2009/1/22,1199.86,1204.47,1183.84,1200.87,372000000,2594000000,8.56,1195.46,0.0045,0.0282,3.16,37.6,954.54,18.36,0.0285,0.0036
2009/1/23,1199.37,1218.69,1199.06,1203.42,402000000,3050000000,8.54,1200.87,0.0021,0.0303,3.17,37.72,960.97,18.48,0.036,0.0036
2009/2/2,1246.48,1265.22,1244.93,1259.53,651000000,4947000000,8.88,1203.42,0.0466,0.0492,3.31,39.48,1005.78,19.34,0.057,0.0034
2009/2/3,1268.41,1281.65,1253.38,1279.73,785000000,5495000000,9.02,1259.53,0.016,0.0593,3.37,40.12,1022,19.65,0.0419,0.0034
2009/2/4,1281.71,1309.38,1273.24,1309.38,811000000,6023000000,9.19,1279.73,0.0232,0.0613,3.45,41.04,1045.65,20.11,0.0412,0.0033
2009/2/5,1305.23,1331.08,1295.25,1324.8,915000000,7180000000,9.23,1309.38,0.0118,0.0692,3.49,41.53,1057.91,20.34,0.0436,0.0033
2009/2/6,1328.41,1369.4,1328.41,1365.38,904000000,7128000000,9.52,1324.8,0.0306,0.0675,3.58,42.69,1096.67,21.09,0.0431,0.0032
2009/2/9,1382.39,1405.35,1356.77,1391.81,932000000,7470000000,9.7,1365.38,0.0194,0.0679,3.6,41.96,1147.02,22.06,0.0366,0.003
2009/2/10,1385.94,1438.37,1371.04,1432.32,862000000,7413000000,9.98,1391.81,0.0291,0.0628,3.7,43.18,1180.4,22.7,0.0398,0.0029
2009/2/11,1408.54,1442.04,1388.39,1406.78,870000000,7303000000,9.84,1432.32,-0.0178,0.0634,3.64,42.41,1159.34,22.3,0.0312,0.003
2009/2/12,1408.7,1416.19,1348.57,1409.31,684000000,5640000000,9.84,1406.78,0.0018,0.0499,3.64,42.49,1161.4,22.33,0.0293,0.003
2009/2/13,1409.86,1464.08,1409.31,1462.3,905000000,7501000000,10.23,1409.31,0.0376,0.066,3.78,44.08,1205.11,23.18,0.0343,0.0029
2009/2/16,1475.01,1503.08,1464.55,1503.08,858000000,7738000000,10.55,1462.3,0.0279,0.0626,3.89,45.31,1238.7,23.82,0.0328,0.0028
2009/2/17,1497,1503.07,1443.22,1443.22,829000000,6818000000,10.17,1503.08,-0.0398,0.0605,3.73,43.51,1189.42,22.87,0.0307,0.0029
2009/2/18,1404.87,1460.01,1401.09,1402.35,678000000,5717000000,9.83,1443.22,-0.0283,0.0495,3.62,42.28,1155.81,22.23,0.0316,0.003
2009/2/19,1402.39,1438.01,1393.77,1430.57,590000000,5127000000,10.03,1402.35,0.0201,0.043,3.7,43.13,1179.12,22.68,0.0344,0.0029
2009/2/20,1420.7,1468.1,1407.62,1468.1,616000000,5398000000,10.32,1430.57,0.0262,0.0449,3.8,44.26,1210,23.27,0.0351,0.0029
2009/2/23,1458.11,1540.51,1457.66,1535.53,764000000,7307000000,10.74,1468.1,0.0459,0.0557,3.97,46.29,1265.56,24.34,0.0388,0.0027
2009/2/24,1510.73,1545.67,1475.47,1486.65,830000000,7672000000,10.31,1535.53,-0.0318,0.0605,3.84,44.82,1225.2,23.56,0.0348,0.0028
2009/2/25,1497.06,1545.34,1486.65,1531.83,807000000,7772000000,10.61,1486.65,0.0304,0.0589,3.96,46.18,1262.4,24.28,0.0422,0.0027
2009/2/26,1534.16,1549.09,1399.75,1419.63,828000000,7827000000,9.93,1531.83,-0.0732,0.0605,3.67,42.8,1168.54,22.47,0.0451,0.003
2009/2/27,1406.85,1413.11,1304.38,1313.86,591000000,5256000000,9.16,1419.63,-0.0745,0.0432,3.39,39.61,1081.47,20.8,0.0402,0.0032
2009/3/2,1285.49,1356.37,1285.49,1352.9,408000000,3606000000,9.42,1313.86,0.0297,0.0298,3.49,40.74,1115.05,21.44,0.036,0.0031
